0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.027459561388969964,0.05813600053271048,0.3065398032190687,0.07691623571479647,0.010937146589929402,0.09265596376731101,0.1051858404030771,0.10567490334130734,0.15593469413477726,0.10664160271332986,0.06970771979948268,0.11102167100759286,0.044622349691356734,0.35151884940257544,0.5653782031892167,0.5389855822282685,0.11008093216027713
