0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.00923089165206924,0.04785093854400757,0.13375741352113604,0.16932448073799147,0.015526113358812809,0.14994452098782196,0.16353348864733697,0.15573698126668406,0.15609439372344508,0.10621556619940346,0.06955022281990987,0.10522923599849981,0.04140089369952185,0.2971400090853396,0.48123229643562015,0.33303454627327056,0.17565003375301505
